topic,activity,Syntax-Ontology_Expert,Educational-Ontology_Expert,AST_Parser,Syntax-Ontology_LLM,Educational-Ontology_LLM,Free-Form_LLM
2,py_if_else_wage,"print,int,input,Larger,ComparisonExpression,IfElseStatement,BinaryOperation,FunctionCall,SimpleAssignmentStatement,ExpressionStatement,UnaryOperation,FloatLiteral,StringLiteral","Multiplication,TransformingToIntType,IfElseChecking,AssigningValueVariable,HandlingInput,Addition,BooleanEvaluating,Printing,Substraction,CallingLibraryFunction","Int,Float,Lt,Add,Call,Str,Assign,Mult,If,AugAssign,Gt,Sub","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ConditionalStatement,ExpressionStatement,FloatLiteral,FunctionCall,IfElseStatement,IfStatement,IntegerLiteral,Larger,Literal,LogicalExpression,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,input,int,print","Addition,ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingStandardFunction,CheckingCondition,FindMaximum,HandlingFile,HandlingFunction,HandlingInput,HandlingInteger,HandlingStandardFunction,HandlingString,IfElifElseChecking,IfElseChecking,ManagingVariable,Multiplication,NestedFunctionCall,Printing,Python,ReadingLine,Substraction,TransformingToIntType,TransformingToStringType,UpdatingVariable","input and output operations,variable manipulation,arithmetic operations,conditional branching structures,assignment patterns,comparison operation"
2,q_py_topic_if_statement:q_py_if_elif1,"print,IntegerLiteral,IfElifElseStatement,ComparisonExpression,FunctionCall,StringLiteral,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation,UnaryOperation,Modulus","FindRemainder,AssigningValueVariable,CallingLibraryFunction,BooleanEvaluating,Printing,IfElifElseChecking","Assign,Call,Constant,Eq,If,Mod","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ConditionalStatement,ExpressionStatement,FunctionCall,IfElifElseStatement,IfElseStatement,IntegerLiteral,Literal,LogicalExpression,Modulus,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,UnaryOperation,print","ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingStandardFunction,CheckingCondition,FindRemainder,HandlingFunction,HandlingStandardFunction,IfElifChecking,IfElifElseChecking,ManagingVariable,Printing,Python","function call,variable manipulation,arithmetic operations,conditional branching structures,numerical types,comparison operation,string operations"
2,q_py_topic_if_statement:q_py_nested_if1,"print,IntegerLiteral,Less,IfElseStatement,Larger,ComparisonExpression,FunctionCall,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation","IfElseChecking,AssigningValueVariable,CallingLibraryFunction,BooleanEvaluating,Printing,NestedIfChecking","Assign,Call,Constant,Gt,If,Lt,Tuple","ArithmeticExpression,AssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ConditionalStatement,ExpressionStatement,FunctionCall,IfElseStatement,IntegerLiteral,Larger,Less,LiteralCollection,LogicalExpression,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,TupleLiteral,print,tuple","ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CheckingCondition,CreatingTuple,FindMaximum,FindMinimum,HandlingFunction,HandlingTuple,IfElseChecking,ManagingVariable,NestedIfChecking,Printing,Python","function call,variable manipulation,conditional branching structures,numerical types,comparison operation"
2,q_py_topic_if_statement:q_py_nested_if_elif1,"print,IntegerLiteral,IfElseStatement,ComparisonExpression,LargerOrEqual,FunctionCall,StringLiteral,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation,Modulus","IfElseChecking,FindRemainder,AssigningValueVariable,CallingLibraryFunction,BooleanEvaluating,Printing,NestedIfChecking","Assign,Call,Constant,Eq,GtE,If,Mod","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ConditionalStatement,ExpressionStatement,FunctionCall,IfElseStatement,IfStatement,IntegerLiteral,LargerOrEqual,Literal,LogicalExpression,Modulus,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,print","ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CheckingCondition,FindRemainder,HandlingFunction,IfChecking,IfElseChecking,ManagingVariable,NestedIfChecking,Printing,Python","logical operators,function call,variable manipulation,arithmetic operations,conditional branching structures,numerical types,comparison operation,string operations"
2,py_nested_if_max_of_three,"print,int,IfElseStatement,Larger,input,ComparisonExpression,FunctionCall,StringLiteral,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation","TransformingToIntType,IfElseChecking,AssigningValueVariable,HandlingInput,CallingLibraryFunction,BooleanEvaluating,Printing,NestedIfChecking","Assign,Call,Constant,Gt,If","ArithmeticExpression,AssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ConditionalStatement,ExpressionStatement,FunctionCall,IfElseStatement,IfStatement,IntegerLiteral,Larger,Literal,LogicalExpression,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,input,int,print","ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingStandardFunction,CheckingCondition,FindMaximum,HandlingFile,HandlingFunction,HandlingInput,HandlingInteger,HandlingStandardFunction,IfElifElseChecking,IfElseChecking,ManagingVariable,NestedIfChecking,Printing,Python,ReadingLine,TransformingToIntType,UpdatingVariable","input and output operations,variable manipulation,conditional branching structures,type conversion,comparison operation"
2,py_nested_if_temperature2,"print,IfElifElseStatement,Less,float,input,Larger,ComparisonExpression,IfElseStatement,FunctionCall,StringLiteral,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation","TransformingToFloatType,IfElseChecking,AssigningValueVariable,HandlingInput,CallingLibraryFunction,BooleanEvaluating,Printing,NestedIfChecking,CreatingString","Assign,Call,Constant,Gt,If,Lt","ArithmeticExpression,AssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ConditionalStatement,ExpressionStatement,FloatLiteral,FunctionCall,IfElifElseStatement,IfElseStatement,IfStatement,Larger,Less,Literal,LogicalExpression,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,float,input,print","AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingStandardFunction,CheckingCondition,HandlingFile,HandlingFloat,HandlingFunction,HandlingInput,HandlingStandardFunction,HandlingString,IfChecking,IfElifChecking,IfElifElseChecking,IfElseChecking,ManagingVariable,NestedIfChecking,Printing,Python,ReadingLine,TransformingToFloatType,TransformingToStringType,UpdatingVariable","function call,input and output operations,variable manipulation,conditional branching structures,type conversion,comparison operation"
2,py_ifelseif_grade2,"print,IfElifElseStatement,input,ComparisonExpression,FunctionCall,StringLiteral,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation","AssigningValueVariable,HandlingInput,CallingLibraryFunction,BooleanEvaluating,Printing,IfElifElseChecking","Assign,Call,Constant,Eq,If","AssignmentStatement,BooleanExpression,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ConditionalStatement,ExpressionStatement,FunctionCall,IfElifElseStatement,IfElseStatement,IfStatement,IntegerLiteral,LargerOrEqual,Literal,LogicalExpression,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,input,print","AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CheckingCondition,HandlingFile,HandlingFunction,HandlingInput,HandlingString,IfElifChecking,IfElifElseChecking,IfElseChecking,ManagingVariable,Printing,Python,ReadingLine,TransformingToStringType","input and output operations,comparison operation,string operations,conditional branching structures"
2,py_ifelse_odd_even,"print,IntegerLiteral,int,input,IfElseStatement,ComparisonExpression,BinaryOperation,Modulus,FunctionCall,StringLiteral,SimpleAssignmentStatement,ExpressionStatement","TransformingToIntType,FindRemainder,IfElseChecking,AssigningValueVariable,HandlingInput,CallingLibraryFunction,BooleanEvaluating,Printing","Assign,Call,Constant,Eq,If,Mod","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ConditionalStatement,ExpressionStatement,FunctionCall,IfElseStatement,IfStatement,IntegerLiteral,Literal,LogicalExpression,Modulus,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,input,int,print","ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingStandardFunction,CheckingCondition,FindRemainder,HandlingFunction,HandlingInput,HandlingInteger,HandlingStandardFunction,IfElifElseChecking,IfElseChecking,ManagingVariable,Printing,Python,TransformingToIntType","input and output operations,arithmetic operations,conditional branching structures,type conversion,comparison operation"
2,py_if_else_wage2,"print,Less,int,AugmentedAssignmentStatement,Larger,IfElseStatement,ComparisonExpression,BinaryOperation,FunctionCall,SimpleAssignmentStatement,ExpressionStatement,FloatLiteral,StringLiteral,IntegerLiteral,input","Multiplication,TransformingToIntType,IfElseChecking,Addition,AssigningValueVariable,BooleanEvaluating,ChangingValueVariable,Printing,Substraction,CallingLibraryFunction,HandlingInput","Add,Assign,AugAssign,Call,Constant,Gt,If,Lt,Mult,Sub","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ConditionalStatement,ExpressionStatement,FloatLiteral,FunctionCall,IfElseStatement,IfStatement,IntegerLiteral,Larger,Less,Literal,LogicalExpression,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,input,int,print","Addition,ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingStandardFunction,CheckingCondition,CreatingList,HandlingFile,HandlingFunction,HandlingInput,HandlingInteger,HandlingList,HandlingStandardFunction,HandlingString,IfElifElseChecking,IfElseChecking,ManagingVariable,Multiplication,Printing,Python,ReadingLine,Substraction,TransformingToIntType,TransformingToStringType,UpdatingVariable","function call,input and output operations,variable manipulation,arithmetic operations,conditional branching structures,numerical types,comparison operation,string operations"
3,ps_python_bigger_than,"print,Larger,ComparisonExpression,FunctionCall,StringLiteral,ExpressionStatement,BinaryOperation","Printing,CallingLibraryFunction,BooleanEvaluating","Lt,Gt,Call,Str","ArithmeticExpression,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ExpressionStatement,FunctionCall,IntegerLiteral,Larger,Literal,LogicalExpression,NumericLiteral,Statement,StringLiteral,print","ArithmeticOperation,BooleanEvaluating,CallingFunctionLibrary,CallingStandardFunction,CheckingCondition,FindMaximum,HandlingFunction,HandlingStandardFunction,Printing,Python","string operations,comparison operation,function call,variable manipulation"
3,ps_python_comparisons,"Larger,ComparisonExpression,FunctionCall,print,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation","BooleanEvaluating,AssigningValueVariable,Printing,CallingLibraryFunction","Gt,Call,Assign","ArithmeticExpression,AssignmentStatement,BinaryOperation,BooleanExpression,BooleanLiteral,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ExpressionStatement,FunctionCall,Larger,Literal,LogicalExpression,Operator,SimpleAssignmentStatement,Statement,print","AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingStandardFunction,CheckingCondition,HandlingFunction,HandlingStandardFunction,ManagingVariable,Printing,Python,UpdatingVariable","boolean operation,comparison operation,function call,variable manipulation"
3,ps_python_xor,"print,IfElifElseStatement,IntegerLiteral,ComparisonExpression,FunctionCall,and,ExpressionStatement,BinaryOperation,BooleanOperation","IfElifElseChecking,BooleanEvaluating,Printing,CallingLibraryFunction","And,Int,Call,Eq,If","BooleanExpression,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ConditionalStatement,ExpressionStatement,FunctionCall,IfElifElseStatement,IfElseStatement,IntegerLiteral,LogicalExpression,LogicalOperator,NumericLiteral,Statement,and,print","AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CheckingCondition,HandlingFunction,IfElifChecking,IfElifElseChecking,IfElseChecking,ManagingVariable,Printing,Python","logical operators,function call,input and output operations,conditional branching structures,type conversion,comparison operation"
3,ae_adl_comparison,"NotEqual,print,Less,Larger,ComparisonExpression,FunctionCall,SimpleAssignmentStatement,ExpressionStatement","BooleanEvaluating,AssigningValueVariable,Printing,CallingLibraryFunction","Gt,Assign,Call,Int,NotEq,Lt,Str,Eq","AssignmentStatement,BooleanExpression,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ExpressionStatement,FunctionCall,IntegerLiteral,Larger,Less,Literal,LogicalExpression,NotEqual,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,print","AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CheckingCondition,HandlingFunction,ManagingVariable,Printing,Python","comparison operation,variable manipulation,numerical types"
3,ae_adl_logic,"or,IntegerLiteral,Less,Larger,ComparisonExpression,LargerOrEqual,and,SimpleAssignmentStatement,ExpressionStatement,BooleanOperation","BooleanEvaluating,AssigningValueVariable,Substraction,ChangingValueVariable","Gt,GtE,Int,Assign,Or,And,Sub,Lt","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BooleanExpression,ComparisonExpression,ComparisonOperator,ExpressionStatement,IntegerLiteral,Larger,LargerOrEqual,Less,LogicalExpression,LogicalOperator,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,and,or","ArithmeticOperation,AssigningVariable,BooleanEvaluating,CheckingCondition,ManagingVariable,Substraction","boolean operation,value update and accumulation,comparison operation,arithmetic operatons,logical operators,variable manipulation,numerical types"
3,q_py_topic_logical_operators:q_py_account_logic1,"or,IntegerLiteral,Larger,ComparisonExpression,LargerOrEqual,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation,BooleanOperation","BooleanEvaluating,Addition,AssigningValueVariable,Substraction,ChangingValueVariable","Add,Assign,Constant,Gt,GtE,Or,Sub","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BooleanExpression,ComparisonExpression,ComparisonOperator,ExpressionStatement,IntegerLiteral,Larger,LargerOrEqual,LogicalExpression,LogicalOperator,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,or","Addition,ArithmeticOperation,AssigningVariable,BooleanEvaluating,CheckingCondition,ManagingVariable,Substraction,UpdatingVariable","logical operators,variable manipulation,arithmetic operations,numerical types,comparison operation"
3,q_py_topic_logical_operators:q_py_comparison_logic1,"NotEqual,print,IntegerLiteral,Less,ComparisonExpression,FunctionCall,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation","BooleanEvaluating,AssigningValueVariable,Printing,CallingLibraryFunction","Assign,Call,Constant,Lt,NotEq,USub","AssignmentStatement,BooleanExpression,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ExpressionStatement,FunctionCall,IntegerLiteral,Less,LogicalExpression,NotEqual,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,print","AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingStandardFunction,CheckingCondition,HandlingFunction,HandlingStandardFunction,ManagingVariable,Printing,Python","numerical types,comparison operation,function call,variable manipulation"
