individual_name,bundle_name,type,topic,Syntax-Ontology_Expert,Educational-Ontology_Expert,AST_Parser,Syntax-Ontology_LLM,Educational-Ontology_LLM,Free-Form_LLM
py_char_count_dict,py_char_dict,PCEX Example,Dictionary,"ForStatement,print,IfElseStatement,input,DictLiteral,in,BinaryOperation,FunctionCall,StringLiteral,FunctionDefinition,SimpleAssignmentStatement,ExpressionStatement,IndexingExpression,IntegerLiteral,AugmentedAssignmentStatement,AddingItemToDictionary","SingleForLoopIteration,AccessingDictionary,Addition,HandlingInput,AssigningValueVariable,CallingLibraryFunction,ChangingValueVariable,Printing,CheckingForItem,DefiningSimpleFunction,CreatingDictionary,IfElseCheckingInForLoop,IndexingDictionary,ForLoopWith,ChangingValueDictionaryElement,CallingSimpleFunction,BooleanEvaluating,CreatingString","In,Assign,Dict,FunctionDef,Constant,AugAssign,Add,If,For,arg,Call","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ConditionalStatement,DefinitionStatement,DictLiteral,DictionaryMethod,ExpressionStatement,ForStatement,FunctionCall,FunctionDefinition,IfElseStatement,IfStatement,IndexingExpression,IntegerLiteral,IterationStatement,Literal,LiteralCollection,LogicalExpression,MembershipOperator,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,SubscriptExpression,in,input,keys,print,values","AccessingDictionary,AddingItemToDictionary,Addition,ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingStandardFunction,CheckingCondition,CheckingForItem,CheckingInForLoop,CreatingDictionary,CreatingList,DefiningStandardFunction,ForLoopWith+=,ForLoopWithUpdate,HandlingDictionary,HandlingFunction,HandlingInput,HandlingList,HandlingStandardFunction,HandlingString,IfCheckingInForLoop,IfElseCheckingInForLoop,IndexingDictionary,IndexingList,ManagingVariable,NonNestedIteration,Printing,Python,ReplacingDictionaryElement,SingleForLoopIteration,TransformingToStringType,UpdatingVariable","dictionary operations,function call,function definition,input and output operations,data structure element presence checks,Conditional Branching Structures,list operations,loop iteration,string operations"
py_first_char_words_dict,py_char_dict,PCEX Challenge,Dictionary,"ForStatement,print,lower,IfElseStatement,input,DictLiteral,split,in,append,ListLiteral,FunctionCall,StringLiteral,FunctionDefinition,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation,IndexingExpression,IfStatement,not","ConvertStringToLowerCase,SingleForLoopIteration,AddingListElementWithAppend,AccessingDictionary,AssigningValueVariable,HandlingInput,CallingLibraryFunction,BooleanEvaluating,SplittingString,Printing,CheckingForItem,DefiningSimpleFunction,CreatingDictionary,CreatingList,IfElseCheckingInForLoop,IndexingDictionary,IndexingString,ChangingValueDictionaryElement,NestedIfChecking,AddingItemToDictionary","In,Assign,Attribute,Dict,List,FunctionDef,Constant,NotIn,If,For,arg,Call","AssignmentStatement,BooleanExpression,BuiltInFunction,Call,ComparisonExpression,ConditionalStatement,DefinitionStatement,DictLiteral,ExpressionStatement,ForStatement,FunctionCall,FunctionDefinition,IfElseStatement,IfStatement,IndexingExpression,IterationStatement,ListLiteral,ListMethod,Literal,LiteralCollection,LogicalExpression,MembershipOperator,Operator,SimpleAssignmentStatement,Statement,StringLiteral,StringMethod,SubscriptExpression,append,dict,in,input,list,lower,print,split","AccessingDictionary,AddingItemToDictionary,AddingListElement,AddingListElementWithAppend,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingStandardFunction,CheckingCondition,CheckingForItem,CheckingInForLoop,ConvertStringToLowerCase,CreatingDictionary,CreatingList,DefiningStandardFunction,ForLoopWithListIndexing,ForLoopWithUpdate,HandlingDictionary,HandlingFunction,HandlingInput,HandlingList,HandlingStandardFunction,HandlingString,HandlingTuple,IfCheckingInForLoop,IfElseChecking,IfElseCheckingInForLoop,IndexingDictionary,IndexingString,IndexingTuple,ManagingVariable,ModifyingStringCase,NestedIfChecking,NonNestedIteration,Printing,Python,ReplacingStringContent,SingleForLoopIteration,SlicingString,SplittingString,TransformingToStringType,UpdatingVariable","dictionary operations,function definition,input and output operations,data structure element presence checks,list operations,loop iteration,string operations"
py_check_product_code1,py_check_product_code,PCEX Example,Exception handling,"TryStatement,NotEqual,WhileStatement,print,BinaryOperation,AugmentedAssignmentStatement,input,IndexError,ComparisonExpression,IfStatement,FunctionCall,StringLiteral,FunctionDefinition,SimpleAssignmentStatement,ExpressionStatement,IndexingExpression,IntegerLiteral","SingleWhileLoopIteration,Addition,HandlingInput,AssigningValueVariable,CallingLibraryFunction,ChangingValueVariable,HandlingSpecificError,BooleanEvaluating,Printing,DefiningSimpleFunction,IfCheckingInWhileLoop,IndexingString,WhileLoopWithListIndexing,WhileLoopWith,IfChecking,CallingSimpleFunction","Assign,FunctionDef,Constant,While,Eq,NotEq,Try,AugAssign,Add,If,ExceptHandler,Call","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ConditionalStatement,DefinitionStatement,Error,ExceptionHandlingStatement,ExpressionStatement,FunctionCall,FunctionDefinition,IfElseStatement,IfStatement,IndexError,IndexingExpression,IntegerLiteral,IterationStatement,Literal,LogicalExpression,NotEqual,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,SubscriptExpression,TryStatement,WhileStatement,input,print","Addition,ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingStandardFunction,CheckingCondition,CheckingForItem,CheckingInWhileLoop,DefiningStandardFunction,ForLoopWith+=,ForLoopWithUpdate,HandlingError,HandlingFile,HandlingFunction,HandlingInput,HandlingList,HandlingSpecificError,HandlingStandardFunction,HandlingString,HandlingTuple,IfChecking,IfCheckingInWhileLoop,IndexingList,IndexingString,IndexingTuple,ManagingVariable,NonNestedIteration,Printing,Python,ReadingLine,SingleForLoopIteration,SingleWhileLoopIteration,SlicingString,TransformingToStringType,UpdatingVariable,WhileLoopWith+=,WhileLoopWithListIndexing,WhileLoopWithUpdate","input and output operations,variable manipulation,value update and accumulation,Conditional Branching Structures,error management,loop iteration,type conversion,comparison operation,string operations"
py_check_product_code2,py_check_product_code,PCEX Challenge,Exception handling,"NotEqual,WhileStatement,AugmentedAssignmentStatement,IfStatement,TryStatement,LargerOrEqual,BinaryOperation,FunctionCall,and,int,input,FunctionDefinition,print,IndexError,ComparisonExpression,ValueError,StringLiteral,SimpleAssignmentStatement,ExpressionStatement,IndexingExpression,SlicingExpression,IntegerLiteral,BooleanOperation","SingleWhileLoopIteration,TransformingToIntType,CallingSimpleFunction,AssigningValueVariable,HandlingInput,Addition,CallingLibraryFunction,ChangingValueVariable,HandlingSpecificError,BooleanEvaluating,Printing,DefiningSimpleFunction,IfCheckingInWhileLoop,IndexingString,SlicingString,WhileLoopWithListIndexing,WhileLoopWith,IfChecking","Assign,And,Slice,FunctionDef,Constant,While,GtE,Eq,NotEq,Try,AugAssign,Add,If,ExceptHandler,Call","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ConditionalStatement,DefinitionStatement,Error,ExceptionHandlingStatement,ExpressionStatement,FunctionCall,FunctionDefinition,IfElseStatement,IfStatement,IndexError,IndexingExpression,IntegerLiteral,IterationStatement,LargerOrEqual,LessOrEqual,Literal,LogicalExpression,LogicalOperator,NotEqual,NumericLiteral,Operator,SimpleAssignmentStatement,SlicingExpression,Statement,StringLiteral,SubscriptExpression,TryStatement,ValueError,WhileStatement,and,input,int,print","Addition,ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingStandardFunction,CheckingCondition,CheckingForItem,CheckingInWhileLoop,DefiningStandardFunction,ForLoopWith+=,ForLoopWithListIndexing,ForLoopWithUpdate,HandlingError,HandlingFile,HandlingFunction,HandlingInput,HandlingInteger,HandlingList,HandlingSpecificError,HandlingStandardFunction,HandlingString,HandlingTuple,IfChecking,IfCheckingInWhileLoop,IndexingList,IndexingString,IndexingTuple,ManagingVariable,NonNestedIteration,Printing,Python,ReadingLine,SingleForLoopIteration,SingleWhileLoopIteration,SlicingList,SlicingString,TransformingToIntType,TransformingToStringType,UpdatingVariable,WhileLoopWith+=,WhileLoopWithListIndexing,WhileLoopWithUpdate","input and output operations,value update and accumulation,Conditional Branching Structures,error management,loop iteration,type conversion,comparison operation,string operations"
py_check_age1,py_check_age,PCEX Example,Exception handling,"TryStatement,print,LessOrEqual,int,IfElseStatement,input,IndexError,ComparisonExpression,split,LargerOrEqual,ValueError,BinaryOperation,FunctionCall,FunctionDefinition,and,SimpleAssignmentStatement,ExpressionStatement,IndexingExpression,IntegerLiteral,StringLiteral,BooleanOperation","TransformingToIntType,IfElseChecking,AssigningValueVariable,HandlingInput,CallingLibraryFunction,CreatingString,BooleanEvaluating,HandlingSpecificError,SplittingString,Printing,DefiningSimpleFunction,Concatenation,IndexingList,NestedFunctionCall,CallingSimpleFunction","Assign,Attribute,And,FunctionDef,Constant,GtE,LtE,Try,Add,If,ExceptHandler,arg,Call","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ConditionalStatement,DefinitionStatement,Error,ExceptionHandlingStatement,ExpressionStatement,FunctionCall,FunctionDefinition,IfElseStatement,IfStatement,IndexError,IndexingExpression,IntegerLiteral,LargerOrEqual,Less,LessOrEqual,ListLiteral,Literal,LiteralCollection,LogicalExpression,LogicalOperator,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,StringMethod,SubscriptExpression,TryStatement,ValueError,and,input,int,print,split,str","AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingStandardFunction,CheckingCondition,Concatenation,CreatingList,CreatingString,DefiningStandardFunction,HandlingError,HandlingFunction,HandlingInput,HandlingInteger,HandlingList,HandlingSpecificError,HandlingStandardFunction,HandlingString,HandlingTuple,IfElifElseChecking,IfElseChecking,IndexingList,IndexingString,IndexingTuple,ManagingVariable,NestedFunctionCall,Printing,Python,SplittingString,TransformingToIntType,TransformingToStringType,UpdatingVariable","logical operators,function call,function definition,input and output operations,boolean operation,Conditional Branching Structures,indexing operations,error management,loop iteration,type conversion,string operations"
py_check_age2,py_check_age,PCEX Challenge,Exception handling,"WhileStatement,split,TryStatement,LessOrEqual,LargerOrEqual,BinaryOperation,FunctionCall,and,int,input,IfElseStatement,FunctionDefinition,print,BooleanLiteral,IndexError,ComparisonExpression,ValueError,StringLiteral,SimpleAssignmentStatement,ExpressionStatement,IndexingExpression,IntegerLiteral,not","SingleWhileLoopIteration,TransformingToIntType,CallingSimpleFunction,AssigningValueVariable,HandlingInput,CallingLibraryFunction,BooleanEvaluating,HandlingSpecificError,SplittingString,Printing,IfElseCheckingInWhileLoop,DefiningSimpleFunction,Concatenation,IndexingList,WhileLoopWithListIndexing,CreatingString","Assign,Attribute,And,Not,FunctionDef,Constant,While,GtE,LtE,Try,Add,If,ExceptHandler,Call","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BooleanExpression,BooleanLiteral,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ConditionalStatement,DefinitionStatement,Error,ExceptionHandlingStatement,ExpressionStatement,FunctionCall,FunctionDefinition,IfElseStatement,IfStatement,IndexError,IndexingExpression,IntegerLiteral,IterationStatement,LargerOrEqual,Less,LessOrEqual,ListLiteral,Literal,LiteralCollection,LogicalExpression,LogicalOperator,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,StringMethod,SubscriptExpression,TryStatement,ValueError,WhileStatement,and,input,int,list,not,print,split","AssigningVariable,BooleanEvaluating,CallingFunctionCallingFunction,CallingFunctionLibrary,CallingStandardFunction,CheckingCondition,CheckingInWhileLoop,Concatenation,CreatingList,CreatingString,DefiningStandardFunction,HandlingError,HandlingFile,HandlingFunction,HandlingFunctionCallingFunction,HandlingInput,HandlingInteger,HandlingList,HandlingSpecificError,HandlingStandardFunction,HandlingString,HandlingTuple,IfCheckingInWhileLoop,IfElifElseChecking,IfElseChecking,IfElseCheckingInWhileLoop,IndexingList,IndexingString,IndexingTuple,ManagingVariable,NonNestedIteration,Printing,Python,ReadingLine,SingleWhileLoopIteration,SplittingString,TransformingToIntType,TransformingToStringType,UpdatingVariable,WhileLoopWithListIndexing,WhileLoopWithUpdate","logical operators,function definition,input and output operations,boolean operation,Conditional Branching Structures,indexing operations,error management,loop iteration,type conversion,string operations"
py_point1,objects_classes_point,PCEX Example,Classes and objects,"ClassDefinition,print,ReturnStatement,AugmentedAssignmentStatement,FunctionCall,FunctionDefinition,str,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation,IntegerLiteral,StringLiteral","DefiningObjectMethod,DefiningClass,Addition,CreatingObject,AssigningValueVariable,CallingLibraryFunction,CreatingString,TransformingToStringType,ChangingValueVariable,Printing,CallingObjectMethod,NestedFunctionCall,Concatenation","ClassDef,Assign,Attribute,FunctionDef,Constant,AugAssign,Add,Return,arg,Call","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BuiltInFunction,Call,ClassDefinition,DefinitionStatement,ExpressionStatement,FunctionCall,FunctionDefinition,IntegerLiteral,JumpStatement,Literal,NumericLiteral,Operator,ReturnStatement,SimpleAssignmentStatement,Statement,StringLiteral,print,str","Addition,ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingOOPMethod,CallingStandardFunction,Concatenation,CreatingObject,DefiningClass,DefiningOOPMethod,DefiningStandardFunction,HandlingFunction,HandlingObjectOrientedProgramming,HandlingStandardFunction,HandlingString,ManagingVariable,NestedFunctionCall,Printing,Python,TransformingToStringType,UpdatingVariable","object-oriented programming fundamentals,arithmetic operatons,attribute management,string operations,return and output"
py_point2,objects_classes_point,PCEX Challenge,Classes and objects,"ClassDefinition,print,ReturnStatement,FunctionCall,StringLiteral,FunctionDefinition,str,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation,UnaryOperation","CallingObjectMethod,DefiningObjectMethod,Multiplication,DefiningClass,CreatingObject,AssigningValueVariable,Addition,CallingLibraryFunction,CreatingString,TransformingToStringType,Printing,Power,Concatenation,NestedFunctionCall","ClassDef,Assign,Pow,Attribute,FunctionDef,Constant,Mult,Return,Add,arg,Call","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BuiltInFunction,Call,ClassDefinition,DefinitionStatement,ExpressionStatement,FloatLiteral,FunctionCall,FunctionDefinition,IntegerLiteral,JumpStatement,Literal,NumericLiteral,Operator,ReturnStatement,SimpleAssignmentStatement,Statement,StringLiteral,UnaryOperation,print,str","Addition,ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingOOPMethod,CallingStandardFunction,Concatenation,CreatingObject,DefiningClass,DefiningOOPMethod,DefiningStandardFunction,HandlingFloat,HandlingFunction,HandlingObjectOrientedProgramming,HandlingStandardFunction,HandlingString,ManagingVariable,Multiplication,NestedFunctionCall,Power,Printing,Python,TransformingToFloatType,TransformingToStringType,UpdatingVariable","object-oriented programming fundamentals,arithmetic operatons,attribute management,string operations,return and output"
py_input_stat1,py_file_input_stat,PCEX Example,File processing,"FileNotFoundError,AugmentedAssignmentStatement,split,TryStatement,ForStatement,open,IntegerLiteral,close,BinaryOperation,FunctionCall,IOError,FunctionDefinition,print,Larger,ComparisonExpression,len,StringLiteral,str,SimpleAssignmentStatement,ExpressionStatement,IfStatement","TransformingToStringType,ClosingFile,FindingLength,AssigningValueVariable,IfCheckingInForLoop,NestedForLoopIteration,Addition,CreatingString,CallingLibraryFunction,BooleanEvaluating,HandlingSpecificError,SplittingString,Printing,ChangingValueVariable,DefiningSimpleFunction,OpeningFile,ForLoopWith,NestedFunctionCall,ReadingLine,Concatenation","Gt,Assign,Attribute,FunctionDef,Constant,AugAssign,Try,Add,If,For,ExceptHandler,arg,Call","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ConditionalStatement,DefinitionStatement,Error,ExceptionHandlingStatement,ExpressionStatement,FileMethod,FileNotFoundError,ForStatement,FunctionCall,FunctionDefinition,IOError,IfElseStatement,IfStatement,IntegerLiteral,IterationStatement,Larger,ListLiteral,Literal,LiteralCollection,LogicalExpression,MembershipOperator,NumericLiteral,OSError,Operator,SimpleAssignmentStatement,Statement,StringLiteral,StringMethod,TryStatement,close,in,len,open,print,split,str","Addition,ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CheckingCondition,CheckingInForLoop,ClosingFile,Concatenation,DefiningStandardFunction,FindMaximum,FindingLength,ForLoopWith+=,ForLoopWithUpdate,HandlingError,HandlingFile,HandlingFunction,HandlingInput,HandlingSpecificError,HandlingStandardFunction,HandlingString,IfCheckingInForLoop,ManagingVariable,NestedForLoopIteration,NestedFunctionCall,NestedLoopIteration,NonNestedIteration,OpeningFile,Printing,Python,ReadingLine,SingleForLoopIteration,SplittingString,TransformingToStringType,UpdatingVariable","function call,function definition,input and output operations,variable manipulation,Conditional Branching Structures,error management,length determination,file input/output operations,loop iteration,string operations"
py_input_stat2,py_file_input_stat,PCEX Challenge,File processing,"WhileStatement,FileNotFoundError,AugmentedAssignmentStatement,split,TryStatement,ForStatement,open,IntegerLiteral,close,BinaryOperation,FunctionCall,IOError,input,FunctionDefinition,not,print,ReturnStatement,BooleanLiteral,Larger,ComparisonExpression,len,StringLiteral,str,SimpleAssignmentStatement,ExpressionStatement,UnaryOperation,IfStatement,BooleanOperation","TransformingToStringType,ClosingFile,SingleWhileLoopIteration,NestedFunctionCall,FindingLength,AssigningValueVariable,HandlingInput,NestedForLoopIteration,IfCheckingInForLoop,CreatingString,Addition,CallingLibraryFunction,BooleanEvaluating,HandlingSpecificError,SplittingString,Printing,DefiningSimpleFunction,OpeningFile,ForLoopWith,ChangingValueVariable,SingleForLoopIteration,ReadingLine,Concatenation","Gt,Assign,Attribute,Not,FunctionDef,Constant,While,AugAssign,Try,Return,Add,If,For,ExceptHandler,arg,Call","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BooleanExpression,BooleanLiteral,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ConditionalStatement,DefinitionStatement,Error,ExceptionHandlingStatement,ExpressionStatement,FileMethod,FileNotFoundError,ForStatement,FunctionCall,FunctionDefinition,IOError,IfElseStatement,IfStatement,IntegerLiteral,IterationStatement,JumpStatement,Larger,Literal,LogicalExpression,LogicalOperator,NumericLiteral,OSError,Operator,ReturnStatement,SimpleAssignmentStatement,Statement,StringLiteral,StringMethod,TryStatement,UnaryOperation,WhileStatement,close,input,len,not,open,print,split,str","Addition,ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionCallingFunction,CallingFunctionLibrary,CallingStandardFunction,CheckingCondition,CheckingInForLoop,ClosingFile,Concatenation,CreatingString,DefiningStandardFunction,FindMaximum,FindingLength,ForLoopWith+=,ForLoopWithUpdate,HandlingError,HandlingFile,HandlingFunction,HandlingFunctionCallingFunction,HandlingInput,HandlingSpecificError,HandlingStandardFunction,HandlingString,IfChecking,IfCheckingInForLoop,IfElifChecking,ManagingVariable,NestedForLoopIteration,NestedFunctionCall,NestedLoopIteration,NonNestedIteration,OpeningFile,Printing,Python,ReadingLine,SingleForLoopIteration,SingleWhileLoopIteration,SplittingString,TransformingToStringType,UpdatingVariable","input and output operations,variable manipulation,error management,length determination,file input/output operations,loop iteration,comparison operation,string operations"
py_score_dict1,py_student_score,PCEX Example,Dictionary,"ForStatement,range,print,ReturnStatement,IntegerLiteral,DictLiteral,in,len,append,ListLiteral,FunctionCall,StringLiteral,FunctionDefinition,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation,IndexingExpression,IfElseStatement,BooleanOperation","AddingListElementWithAppend,SingleForLoopIteration,IfElseCheckingInForLoop,FindingLength,AssigningValueVariable,CallingLibraryFunction,BooleanEvaluating,Printing,CheckingForItem,DefiningSimpleFunction,CreatingDictionary,CreatingList,AddingItemToDictionary,IndexingDictionary,IndexingList,ForLoopWithListIndexing,ChangingValueDictionaryElement,AccessingDictionary,NestedFunctionCall,CallingSimpleFunction","In,Assign,Attribute,Dict,List,FunctionDef,Constant,Return,If,For,arg,Call","AssignmentStatement,BooleanExpression,BuiltInFunction,Call,ConditionalStatement,DefinitionStatement,DictLiteral,ExpressionStatement,ForStatement,FunctionCall,FunctionDefinition,IfElseStatement,IfStatement,IndexingExpression,IntegerLiteral,IterationStatement,JumpStatement,ListLiteral,ListMethod,Literal,LiteralCollection,LogicalExpression,MembershipOperator,NumericLiteral,Operator,ReturnStatement,SimpleAssignmentStatement,Statement,StringLiteral,SubscriptExpression,append,dict,in,len,list,print,range","AccessingDictionary,AddingItemToDictionary,AddingListElement,AddingListElementWithAppend,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingStandardFunction,CheckingCondition,CheckingForItem,CheckingInForLoop,CreatingDictionary,CreatingList,DefiningStandardFunction,FindingLength,ForLoopWithListIndexing,ForLoopWithUpdate,HandlingDictionary,HandlingFunction,HandlingList,HandlingStandardFunction,HandlingString,HandlingTuple,IfCheckingInForLoop,IfElseCheckingInForLoop,IndexingDictionary,IndexingList,IndexingString,IndexingTuple,ManagingVariable,NonNestedIteration,Printing,Python,ReplacingListElement,SingleForLoopIteration,UpdatingVariable","dictionary operations,function definition,input and output operations,variable manipulation,arithmetic operatons,Conditional Branching Structures,indexing operations,list operations,length determination,loop iteration"
py_score_dict2,py_student_score,PCEX Challenge,Dictionary,"StringLiteral,ForStatement,range,print,ReturnStatement,IntegerLiteral,DictLiteral,in,len,BinaryOperation,ListLiteral,FunctionCall,append,FunctionDefinition,SimpleAssignmentStatement,ExpressionStatement,IndexingExpression,IfElseStatement,BooleanOperation,AugmentedAssignmentStatement","SingleForLoopIteration,NestedFunctionCall,FindingLength,AccessingDictionary,AssigningValueVariable,Addition,CallingLibraryFunction,BooleanEvaluating,ChangingValueVariable,Printing,CheckingForItem,DefiningSimpleFunction,CreatingDictionary,CreatingList,Division,AddingItemToDictionary,IndexingDictionary,IndexingList,ForLoopWithListIndexing,ForLoopWith,ChangingValueDictionaryElement,AddingListElementWithAppend,IfElseCheckingInForLoop","In,Assign,Attribute,Dict,List,FunctionDef,Constant,AugAssign,Return,Add,If,For,arg,Call,Div","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ConditionalStatement,DefinitionStatement,DictLiteral,ExpressionStatement,FloatLiteral,ForStatement,FunctionCall,FunctionDefinition,IfElseStatement,IfStatement,IndexingExpression,IntegerLiteral,IterationStatement,JumpStatement,ListLiteral,ListMethod,Literal,LiteralCollection,LogicalExpression,MembershipOperator,NumericLiteral,Operator,ReturnStatement,SimpleAssignmentStatement,Statement,StringLiteral,SubscriptExpression,append,in,len,list,print,range","AccessingDictionary,AddingItemToDictionary,AddingListElement,AddingListElementWithAppend,Addition,ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingStandardFunction,CheckingCondition,CheckingForItem,CheckingInForLoop,CreatingDictionary,CreatingList,DefiningStandardFunction,Division,FindingLength,ForLoopWith+=,ForLoopWithListIndexing,ForLoopWithUpdate,HandlingDictionary,HandlingFunction,HandlingList,HandlingStandardFunction,HandlingString,HandlingTuple,IfCheckingInForLoop,IfElseChecking,IfElseCheckingInForLoop,IndexingDictionary,IndexingList,IndexingString,IndexingTuple,ManagingVariable,NestedFunctionCall,NonNestedIteration,Printing,Python,SingleForLoopIteration,UpdatingVariable","dictionary operations,function call,function definition,input and output operations,variable manipulation,arithmetic operatons,Conditional Branching Structures,indexing operations,list operations,length determination,loop iteration"
py_tv1,objects_classes_tv,PCEX Example,Classes and objects,"ClassDefinition,print,ReturnStatement,Less,LessOrEqual,AugmentedAssignmentStatement,BooleanLiteral,Larger,LargerOrEqual,FunctionCall,StringLiteral,FunctionDefinition,str,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation,UnaryOperation,IfStatement,IntegerLiteral,ComparisonExpression,BooleanOperation,and","CallingObjectMethod,DefiningObjectMethod,DefiningClass,IfChecking,CreatingObject,AssigningValueVariable,Addition,CallingLibraryFunction,TransformingToStringType,BooleanEvaluating,Printing,Concatenation,NestedFunctionCall,CreatingString,Substraction","Gt,ClassDef,Assign,Attribute,And,FunctionDef,Constant,GtE,Sub,LtE,AugAssign,Add,Return,If,Lt,arg,Call",,,"logical operators,method parameter,object-oriented programming fundamentals,variable manipulation,Conditional Branching Structures,attribute management,comparison operation,string operations,return and output"
py_tv2,objects_classes_tv,PCEX Challenge,Classes and objects,"ClassDefinition,print,ReturnStatement,Less,LessOrEqual,AugmentedAssignmentStatement,BooleanLiteral,Larger,LargerOrEqual,FunctionCall,StringLiteral,FunctionDefinition,str,and,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation,UnaryOperation,IntegerLiteral,IfStatement,ComparisonExpression,BooleanOperation","DefiningObjectMethod,DefiningClass,IfChecking,CreatingObject,AssigningValueVariable,Addition,CallingLibraryFunction,TransformingToStringType,BooleanEvaluating,ChangingValueVariable,Printing,CallingObjectMethod,CreatingString,Substraction,NestedFunctionCall,Concatenation","Gt,USub,ClassDef,Assign,Attribute,And,FunctionDef,Constant,GtE,Sub,LtE,AugAssign,Add,Return,If,Lt,arg,Call","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BooleanExpression,BooleanLiteral,BuiltInFunction,Call,ClassDefinition,ComparisonExpression,ComparisonOperator,ConditionalStatement,DefinitionStatement,ExpressionStatement,FunctionCall,FunctionDefinition,IfElseStatement,IfStatement,IntegerLiteral,JumpStatement,Larger,LargerOrEqual,Less,LessOrEqual,Literal,LogicalExpression,LogicalOperator,NumericLiteral,Operator,ReturnStatement,SimpleAssignmentStatement,Statement,StringLiteral,and,print,str","Addition,ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingOOPMethod,CallingStandardFunction,CheckingCondition,Concatenation,CreatingObject,DefiningClass,DefiningOOPMethod,DefiningStandardFunction,HandlingFunction,HandlingObjectOrientedProgramming,HandlingStandardFunction,HandlingString,IfChecking,ManagingVariable,NestedFunctionCall,Printing,Python,Substraction,TransformingToStringType,UpdatingVariable","logical operators,object-oriented programming fundamentals,assignment patterns,Conditional Branching Structures,attribute management,comparison operation,string operations"
